location,size,total_sqft,bath,price,bhk,price_per_sqft,bath_per_bhk,sqft_per_bhk
Kanakpura Road,3 BHK,1550.0,3.0,78.96,3,5094.193548387097,1.0,516.6666666666666
Malleshpalya,2 BHK,1140.0,2.0,49.09,2,4306.140350877193,1.0,570.0
Kodathi,2 BHK,850.0,2.0,26.72,2,3143.529411764706,1.0,425.0
Whitefield,2 BHK,1280.0,2.0,121.16,2,9465.625,1.0,640.0
Munnekollal,2 BHK,1170.0,2.0,53.76,2,4594.871794871795,1.0,585.0
Motappa Layout,2 BHK,1113.0,2.0,51.04,2,4585.804132973944,1.0,556.5
Hennur Road,2 BHK,1385.0,2.0,80.8,2,5833.935018050542,1.0,692.5
Electronic City,2 BHK,1128.0,2.0,67.56,2,5989.36170212766,1.0,564.0
Marathahalli,2 Bedroom,1200.0,2.0,104.59,2,8715.833333333334,1.0,600.0
Akshaya Vana,4 Bedroom,1200.0,4.0,51.29,4,4274.166666666667,1.0,300.0
Rajaji Nagar,3 BHK,2390.0,3.0,353.65,3,14797.071129707114,1.0,796.6666666666666
Giri Nagar,4 Bedroom,2400.0,4.0,431.74,4,17989.166666666668,1.0,600.0
Haralur Road,3 BHK,1464.0,3.0,150.73,3,10295.765027322403,1.0,488.0
Manayata Tech Park,2 BHK,1200.0,2.0,53.72,2,4476.666666666667,1.0,600.0
Kaval Byrasandra,2 BHK,1200.0,2.0,61.9,2,5158.333333333333,1.0,600.0
Kaggalipura,3 BHK,1150.0,2.0,64.96,3,5648.695652173912,0.6666666666666666,383.3333333333333
Basavanna Nagar,3 BHK,1645.0,3.0,99.16,3,6027.963525835867,1.0,548.3333333333334
Sarjapur  Road,2 BHK,1000.0,2.0,58.37,2,5837.0,1.0,500.0
Haralur Road,4 Bedroom,2650.0,4.0,264.68,4,9987.924528301886,1.0,662.5
6th Phase JP Nagar,2 BHK,1192.0,2.0,78.06,2,6548.657718120805,1.0,596.0
Ulsoor,3 BHK,2135.0,3.0,258.42,3,12103.981264637003,1.0,711.6666666666666
Whitefield,2 BHK,1173.0,2.0,108.7,2,9266.83716965047,1.0,586.5
Uttarahalli,2 BHK,1020.0,2.0,39.36,2,3858.823529411765,1.0,510.0
Thigalarapalya,4 BHK,3122.0,6.0,254.79,4,8161.11467008328,1.5,780.5
Somasundara Palya,3 BHK,1600.0,3.0,82.18,3,5136.250000000001,1.0,533.3333333333334
T.C PALYA,2 Bedroom,1200.0,2.0,75.74,2,6311.666666666666,1.0,600.0
Muneshwara Nagar,2 BHK,1230.0,2.0,51.14,2,4157.723577235773,1.0,615.0
 Devarachikkanahalli,2 BHK,1250.0,2.0,56.75,2,4540.0,1.0,625.0
Kalena Agrahara,2 BHK,1325.0,2.0,67.71,2,5110.188679245282,1.0,662.5
7th Phase JP Nagar,3 BHK,1850.0,3.0,121.06,3,6543.783783783784,1.0,616.6666666666666
Basaveshwara Nagar,2 BHK,1200.0,2.0,90.71,2,7559.166666666667,1.0,600.0
Bull Temple Road,3 Bedroom,1350.0,2.0,140.58,3,10413.333333333334,0.6666666666666666,450.0
Bommasandra,3 BHK,1260.0,3.0,53.08,3,4212.6984126984125,1.0,420.0
Prashanth Nagar,3 BHK,1800.0,3.0,218.74,3,12152.222222222223,1.0,600.0
Ardendale,2 BHK,1100.0,2.0,61.53,2,5593.636363636364,1.0,550.0
Harlur,2 BHK,1508.0,2.0,138.9,2,9210.875331564986,1.0,754.0
Sampigehalli,3 BHK,1592.0,3.0,80.4,3,5050.251256281407,1.0,530.6666666666666
Akshaya Nagar,2 BHK,1388.0,2.0,106.99,2,7708.2132564841495,1.0,694.0
Electronic City Phase II,1 BHK,630.0,1.0,17.78,1,2822.222222222222,1.0,630.0
RMV,3 Bedroom,2000.0,3.0,379.54,3,18977.0,1.0,666.6666666666666
Banashankari3rd stage bigbazar,3 BHK,1762.0,3.0,133.24,3,7561.861520998865,1.0,587.3333333333334
Bagalur Main Road,2 BHK,950.0,2.0,67.02,2,7054.736842105263,1.0,475.0
Kodihalli,4 BHK,3252.0,5.0,339.93,4,10452.952029520295,1.25,813.0
Magadi Road,2 BHK,1116.0,2.0,52.36,2,4691.756272401433,1.0,558.0
Narayanapura,2 BHK,1308.0,2.0,75.08,2,5740.061162079511,1.0,654.0
MS Pallya,3 BHK,1200.0,3.0,80.72,3,6726.666666666667,1.0,400.0
Binny Mills Employees Colony,4 Bedroom,1500.0,4.0,255.81,4,17054.0,1.0,375.0
Bannerghatta Road,1 BHK,500.0,1.0,40.96,1,8192.0,1.0,500.0
Hennur,2 BHK,1075.0,2.0,84.47,2,7857.674418604651,1.0,537.5
Chandapura,1 BHK,530.0,1.0,31.4,1,5924.528301886792,1.0,530.0
Bellandur,2 BHK,1205.0,2.0,114.79,2,9526.141078838175,1.0,602.5
5th Phase JP Nagar,2 BHK,1075.0,2.0,56.13,2,5221.395348837209,1.0,537.5
KR Puram,2 BHK,930.0,2.0,65.82,2,7077.419354838708,1.0,465.0
Balagere,2 BHK,1380.0,2.0,87.12,2,6313.04347826087,1.0,690.0
Hebbal,4 BHK,2483.0,5.0,261.44,4,10529.198550140958,1.25,620.75
Kodigehaali,2 BHK,1166.0,2.0,59.72,2,5121.783876500857,1.0,583.0
Bannerghatta Road,2 BHK,1050.0,2.0,97.52,2,9287.619047619048,1.0,525.0
Gopalapura,3 BHK,2023.71,3.0,283.12,3,13990.146809572518,1.0,674.57
Begur Road,2 BHK,1200.0,2.0,84.59,2,7049.166666666667,1.0,600.0
Lakshminarayana Pura,3 BHK,1600.0,2.0,106.66,3,6666.25,0.6666666666666666,533.3333333333334
Billekahalli,3 BHK,1935.0,3.0,112.19,3,5797.932816537467,1.0,645.0
8th Phase JP Nagar,1 BHK,451.0,1.0,19.27,1,4272.727272727273,1.0,451.0
Electronic City,3 BHK,1800.0,3.0,110.75,3,6152.777777777777,1.0,600.0
Jalahalli,3 BHK,1400.0,3.0,91.41,3,6529.285714285715,1.0,466.6666666666667
Hegde Nagar,3 BHK,1801.0,3.0,127.04,3,7053.858967240422,1.0,600.3333333333334
Mahadevpura,2 BHK,1451.0,2.0,65.96,2,4545.830461750516,1.0,725.5
Anekal,2 Bedroom,1200.0,1.0,53.26,2,4438.333333333333,0.5,600.0
Begur Road,2 BHK,1160.0,2.0,84.81,2,7311.206896551724,1.0,580.0
Kengeri,2 BHK,1000.0,2.0,58.66,2,5866.0,1.0,500.0
Kanakpura Road,2 BHK,950.0,2.0,46.33,2,4876.8421052631575,1.0,475.0
"Hoodi Circle, ",3 BHK,1629.0,3.0,81.87,3,5025.782688766114,1.0,543.0
Vijayanagar,3 BHK,1580.0,2.0,148.73,3,9413.291139240506,0.6666666666666666,526.6666666666666
Vijayanagar,3 BHK,1826.0,3.0,169.36,3,9274.917853231107,1.0,608.6666666666666
7th Phase JP Nagar,2 BHK,1245.0,2.0,86.3,2,6931.726907630522,1.0,622.5
Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,49.57,2,4329.257641921397,1.0,572.5
Sompura,2 BHK,825.0,2.0,33.12,2,4014.545454545454,1.0,412.5
Yeshwanthpur,3 BHK,1693.0,3.0,97.96,3,5786.178381571175,1.0,564.3333333333334
Electronics City Phase 1,2 BHK,1113.27,2.0,56.7,2,5093.104098736156,1.0,556.635
Ashirvad Colony,2 BHK,1460.0,2.0,70.34,2,4817.808219178082,1.0,730.0
Doddathoguru,2 BHK,1050.0,2.0,35.82,2,3411.4285714285716,1.0,525.0
Dodda Nekkundi,2 BHK,1260.0,2.0,57.83,2,4589.68253968254,1.0,630.0
Hosur Road,2 BHK,1656.0,2.0,130.66,2,7890.096618357488,1.0,828.0
Chandapura,3 BHK,1208.0,3.0,74.91,3,6201.158940397351,1.0,402.6666666666667
Whitefield,3 BHK,1910.0,3.0,184.05,3,9636.125654450261,1.0,636.6666666666666
Whitefield,4 BHK,3252.0,4.0,295.54,4,9087.945879458795,1.0,813.0
Battarahalli,2 Bedroom,1200.0,2.0,57.85,2,4820.833333333333,1.0,600.0
Gokula Extension,4 BHK,1200.0,4.0,79.49,4,6624.166666666666,1.0,300.0
7th Phase JP Nagar,2 BHK,1175.0,2.0,76.47,2,6508.085106382979,1.0,587.5
Kamakshipalya,2 Bedroom,1000.0,2.0,66.81,2,6681.0,1.0,500.0
Bannerghatta Road,4 Bedroom,1200.0,2.0,114.08,4,9506.666666666666,0.5,300.0
Rajaji Nagar,3 BHK,2390.0,3.0,343.2,3,14359.832635983264,1.0,796.6666666666666
Rajaji Nagar,7 BHK,12000.0,6.0,1784.28,7,14869.0,0.8571428571428571,1714.2857142857142
Sanne Amanikere,2 BHK,1185.0,2.0,35.37,2,2984.810126582278,1.0,592.5
Kengeri,2 BHK,750.0,2.0,45.08,2,6010.666666666667,1.0,375.0
Kanakpura Road,3 BHK,1550.0,3.0,78.71,3,5078.064516129031,1.0,516.6666666666666
Amco Colony,3 BHK,1760.0,3.0,91.91,3,5222.159090909091,1.0,586.6666666666666
Billekahalli,2 BHK,1125.0,2.0,66.36,2,5898.666666666667,1.0,562.5
Nagarbhavi,3 Bedroom,1350.0,3.0,118.71,3,8793.333333333334,1.0,450.0
Anandapura,2 Bedroom,1000.0,2.0,43.72,2,4372.0,1.0,500.0
Bommasandra Industrial Area,2 BHK,1090.0,2.0,31.7,2,2908.256880733945,1.0,545.0
TC Palaya,2 Bedroom,1200.0,2.0,67.04,2,5586.666666666668,1.0,600.0
Budigere,3 BHK,1991.0,4.0,101.24,3,5084.88196885987,1.3333333333333333,663.6666666666666
Bommasandra,2 BHK,1060.0,2.0,41.24,2,3890.566037735849,1.0,530.0
Ambalipura,2 BHK,1105.0,2.0,65.92,2,5965.6108597285065,1.0,552.5
Hoodi,2 BHK,985.0,2.0,90.84,2,9222.335025380711,1.0,492.5
Balagere,3 BHK,1590.0,3.0,99.66,3,6267.924528301887,1.0,530.0
CV Raman Nagar,2 BHK,1120.0,2.0,57.53,2,5136.607142857143,1.0,560.0
Samethanahalli,2 BHK,1069.0,2.0,48.45,2,4532.273152478952,1.0,534.5
Marathahalli,3 BHK,1933.0,3.0,178.59,3,9239.006725297466,1.0,644.3333333333334
Hosur Road,2 BHK,1194.0,2.0,97.9,2,8199.329983249581,1.0,597.0
Brookefield,2 BHK,1150.0,2.0,102.72,2,8932.173913043478,1.0,575.0
Yelenahalli,2 BHK,1240.0,2.0,45.71,2,3686.2903225806454,1.0,620.0
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,57.23,2,4033.121916842847,1.0,709.5
Richmond Town,3 BHK,2150.0,4.0,332.84,3,15480.930232558138,1.3333333333333333,716.6666666666666
Suddaguntepalya,3 BHK,1450.0,3.0,57.51,3,3966.206896551724,1.0,483.3333333333333
Udayapur Village,3 BHK,1630.0,3.0,74.08,3,4544.78527607362,1.0,543.3333333333334
Dasanapura,2 BHK,708.0,1.0,36.32,2,5129.943502824859,0.5,354.0
Kasavanhalli,3 Bedroom,1000.0,4.0,59.37,3,5937.0,1.3333333333333333,333.3333333333333
Whitefield,4 Bedroom,11890.0,4.0,1172.24,4,9859.041211101767,1.0,2972.5
Bellandur,2 BHK,1250.0,2.0,129.98,2,10398.399999999998,1.0,625.0
7th Phase JP Nagar,3 BHK,1400.0,2.0,95.0,3,6785.714285714285,0.6666666666666666,466.6666666666667
Sarjapur  Road,3 BHK,1670.0,2.0,100.97,3,6046.107784431138,0.6666666666666666,556.6666666666666
Ardendale,3 BHK,1750.0,3.0,103.3,3,5902.857142857143,1.0,583.3333333333334
Vittasandra,2 BHK,1404.0,2.0,71.41,2,5086.182336182336,1.0,702.0
Hoodi,3 BHK,1715.0,2.0,154.62,3,9015.743440233236,0.6666666666666666,571.6666666666666
Electronic City,1 BHK,630.0,1.0,35.05,1,5563.492063492063,1.0,630.0
Harlur,3 BHK,1752.12,3.0,166.91,3,9526.174006346599,1.0,584.04
Hulimavu,3 BHK,1650.0,3.0,92.45,3,5603.030303030303,1.0,550.0
Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.98,2,4322.779922779922,1.0,647.5
Giri Nagar,3 Bedroom,1800.0,3.0,325.01,3,18056.11111111111,1.0,600.0
Sarjapur  Road,2 BHK,1346.0,2.0,73.49,2,5459.8811292719165,1.0,673.0
Thippasandra,4 Bedroom,1200.0,4.0,59.45,4,4954.166666666667,1.0,300.0
Hormavu,2 BHK,1150.0,2.0,53.28,2,4633.04347826087,1.0,575.0
Chikkabidarakallu,4 Bedroom,3309.0,4.0,349.66,4,10566.938652160774,1.0,827.25
Chandapura,3 BHK,1190.0,2.0,72.54,3,6095.798319327732,0.6666666666666666,396.6666666666667
AECS Layout,3 BHK,1620.0,3.0,76.33,3,4711.728395061728,1.0,540.0
Marathahalli,2 BHK,950.0,2.0,87.88,2,9250.526315789473,1.0,475.0
1 Giri Nagar,11 BHK,5000.0,9.0,400.85,11,8017.0,0.8181818181818182,454.54545454545456
Harlur,3 BHK,2450.0,3.0,235.94,3,9630.204081632653,1.0,816.6666666666666
Electronic City Phase II,3 BHK,1220.0,2.0,35.77,3,2931.9672131147545,0.6666666666666666,406.6666666666667
Hoysalanagar,2 BHK,850.0,2.0,36.75,2,4323.529411764706,1.0,425.0
Padmanabhanagar,2 BHK,1020.0,2.0,57.85,2,5671.568627450981,1.0,510.0
Chikkalasandra,2 BHK,1100.0,2.0,47.59,2,4326.363636363636,1.0,550.0
Defence Colony,2 BHK,1150.0,2.0,157.29,2,13677.391304347826,1.0,575.0
Hebbal,3 BHK,1760.0,2.0,181.47,3,10310.795454545454,0.6666666666666666,586.6666666666666
Ambalipura,3 BHK,1800.0,3.0,114.34,3,6352.222222222223,1.0,600.0
Akshaya Nagar,2 BHK,1070.0,2.0,84.72,2,7917.757009345794,1.0,535.0
2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,228.62,4,15241.333333333334,1.0,375.0
Vidyaranyapura,2 Bedroom,1440.0,2.0,72.95,2,5065.972222222223,1.0,720.0
Amruthahalli,2 BHK,900.0,2.0,43.4,2,4822.222222222223,1.0,450.0
ITI Employees Layout,4 BHK,1200.0,4.0,252.14,4,21011.666666666668,1.0,300.0
Whitefield,2 BHK,1130.0,2.0,102.88,2,9104.424778761062,1.0,565.0
Koramangala,2 BHK,1320.0,2.0,184.07,2,13944.69696969697,1.0,660.0
Kodigehalli,2 BHK,1270.0,2.0,101.43,2,7986.614173228347,1.0,635.0
Patelappa Layout,2 BHK,1200.0,2.0,151.9,2,12658.333333333334,1.0,600.0
Ring Road Nagarbhavi,4 BHK,4800.0,4.0,264.82,4,5517.083333333333,1.0,1200.0
NS Palya,2 BHK,1200.0,2.0,85.18,2,7098.333333333333,1.0,600.0
Subramanyapura,2 BHK,929.0,2.0,50.54,2,5440.258342303552,1.0,464.5
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,59.56,3,4068.3060109289618,1.0,488.0
7th Phase JP Nagar,4 BHK,3600.0,4.0,248.15,4,6893.055555555556,1.0,900.0
Bank Avenue,4 Bedroom,2000.0,4.0,106.06,4,5303.0,1.0,500.0
Chikkalasandra,2 BHK,1208.0,2.0,52.51,2,4346.854304635762,1.0,604.0
Hebbal Kempapura,2 BHK,1130.0,2.0,104.01,2,9204.424778761062,1.0,565.0
Surabhi Layout,3 BHK,1753.0,3.0,120.54,3,6876.212207644039,1.0,584.3333333333334
Old Madras Road,5 BHK,4500.0,7.0,272.7,5,6060.0,1.4,900.0
Hoodi,2 BHK,1196.0,2.0,100.94,2,8439.799331103679,1.0,598.0
5th Phase JP Nagar,2 BHK,1150.0,3.0,56.13,2,4880.869565217391,1.5,575.0
Electronic City,2 BHK,1128.0,2.0,66.74,2,5916.666666666666,1.0,564.0
Omkar Nagar,2 BHK,1000.0,2.0,48.84,2,4884.0,1.0,500.0
Yelahanka,2 BHK,1035.0,2.0,87.61,2,8464.734299516907,1.0,517.5
Kereguddadahalli,2 BHK,950.0,2.0,32.45,2,3415.789473684211,1.0,475.0
Bisuvanahalli,3 BHK,1075.0,2.0,41.6,3,3869.767441860465,0.6666666666666666,358.3333333333333
Whitefield,2 BHK,1040.0,2.0,94.58,2,9094.23076923077,1.0,520.0
Maragondanahalli,2 Bedroom,720.0,2.0,35.08,2,4872.222222222223,1.0,360.0
Lingadheeranahalli,3 BHK,1511.0,3.0,100.87,3,6675.711449371277,1.0,503.6666666666667
Silk Board,3 BHK,1300.0,3.0,58.18,3,4475.384615384615,1.0,433.3333333333333
Hoodi,3 BHK,1545.0,3.0,145.91,3,9444.012944983819,1.0,515.0
Shampura,1 BHK,375.0,2.0,18.19,1,4850.666666666667,2.0,375.0
Vidyaranyapura,2 BHK,1062.0,2.0,53.8,2,5065.913370998117,1.0,531.0
Kada Agrahara,2 BHK,1115.0,2.0,40.31,2,3615.2466367713005,1.0,557.5
JP Nagar,2 BHK,1000.0,2.0,90.02,2,9002.0,1.0,500.0
Kambipura,2 BHK,883.0,2.0,42.11,2,4768.969422423556,1.0,441.5
Sarjapur  Road,2 BHK,1195.0,2.0,68.52,2,5733.891213389122,1.0,597.5
BHEL Layout,4 Bedroom,1200.0,3.0,136.94,4,11411.666666666666,0.75,300.0
Medahalli,1 Bedroom,700.0,1.0,29.29,1,4184.285714285715,1.0,700.0
Vittasandra,2 BHK,1246.0,2.0,66.14,2,5308.186195826645,1.0,623.0
Banashankari Stage III,4 Bedroom,8500.0,4.0,459.08,4,5400.941176470588,1.0,2125.0
Kashi Nagar,4 BHK,1600.0,4.0,70.35,4,4396.874999999999,1.0,400.0
Haralur Road,4 BHK,2805.0,5.0,278.76,4,9937.967914438503,1.25,701.25
Begur Road,3 BHK,1584.0,3.0,115.7,3,7304.292929292929,1.0,528.0
Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,266.19,4,8873.0,1.25,750.0
Hosur Road,3 BHK,1175.0,2.0,97.8,3,8323.404255319148,0.6666666666666666,391.6666666666667
"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,122.34,3,7670.219435736677,1.0,531.6666666666666
VHBCS Layout,2 BHK,1353.0,2.0,111.2,2,8218.773096821877,1.0,676.5
Electronic City,3 BHK,1599.0,3.0,97.99,3,6128.205128205128,1.0,533.0
Whitefield,2 BHK,1150.0,2.0,104.91,2,9122.608695652174,1.0,575.0
Jakkur,4 BHK,5230.0,6.0,350.25,4,6696.940726577438,1.5,1307.5
KR Puram,2 BHK,1155.0,2.0,83.11,2,7195.670995670996,1.0,577.5
Ittamadu,1 BHK,1200.0,2.0,57.59,1,4799.166666666667,2.0,1200.0
Electronic City Phase II,2 BHK,1000.0,2.0,29.4,2,2940.0,1.0,500.0
Thanisandra,4 BHK,3000.0,4.0,239.4,4,7980.0,1.0,750.0
Rajiv Nagar,3 BHK,1867.0,3.0,116.2,3,6223.888591322978,1.0,622.3333333333334
Ramagondanahalli,2 BHK,1251.0,2.0,57.72,2,4613.9088729016785,1.0,625.5
Gattahalli,2 BHK,1028.0,2.0,50.15,2,4878.404669260701,1.0,514.0
Arekere,2 BHK,1222.0,2.0,95.65,2,7827.332242225859,1.0,611.0
Bannerghatta Road,3 BHK,1170.0,2.0,102.56,3,8765.811965811965,0.6666666666666666,390.0
Hebbal,3 BHK,2400.0,4.0,227.5,3,9479.166666666666,1.3333333333333333,800.0
Ramanjaneyanagar,3 BHK,1385.0,2.0,60.46,3,4365.342960288809,0.6666666666666666,461.6666666666667
HSR Layout,2 BHK,1372.0,2.0,161.88,2,11798.833819241983,1.0,686.0
Magadi Road,3 BHK,1282.0,2.0,61.6,3,4804.9921996879875,0.6666666666666666,427.3333333333333
Mico Layout,9 BHK,5000.0,9.0,207.9,9,4158.0,1.0,555.5555555555555
7th Block Jayanagar,5 Bedroom,3000.0,3.0,553.62,5,18454.0,0.6,600.0
Kanakpura Road,2 BHK,1135.0,2.0,54.09,2,4765.638766519824,1.0,567.5
Whitefield,3 BHK,1768.0,3.0,162.46,3,9188.914027149322,1.0,589.3333333333334
Byatarayanapura,3 BHK,1325.0,2.0,92.07,3,6948.679245283019,0.6666666666666666,441.6666666666667
Electronic City,3 BHK,1599.0,3.0,98.58,3,6165.103189493433,1.0,533.0
Whitefield,3 Bedroom,1500.0,3.0,142.38,3,9492.0,1.0,500.0
2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,194.05,3,7434.865900383142,1.0,870.0
Uttarahalli,2 BHK,1286.0,2.0,52.47,2,4080.0933125972006,1.0,643.0
Kammanahalli,5 BHK,2845.0,5.0,205.32,5,7216.871704745167,1.0,569.0
K G Colony,3 BHK,1600.0,2.0,52.37,3,3273.125,0.6666666666666666,533.3333333333334
Hennur Road,2 BHK,1317.5,2.0,81.42,2,6179.88614800759,1.0,658.75
Hebbal,3 BHK,3450.0,5.0,351.9,3,10200.0,1.6666666666666667,1150.0
Munnekollal,2 BHK,1102.0,2.0,51.66,2,4687.840290381126,1.0,551.0
Yelahanka,2 BHK,1350.0,2.0,112.33,2,8320.74074074074,1.0,675.0
Banashankari,3 BHK,1200.0,2.0,103.44,3,8620.0,0.6666666666666666,400.0
Herohalli,2 Bedroom,1800.0,1.0,95.44,2,5302.222222222223,0.5,900.0
Chikkabanavar,2 BHK,950.0,2.0,35.63,2,3750.526315789474,1.0,475.0
Kanakpura Road,1 BHK,525.0,1.0,26.58,1,5062.857142857143,1.0,525.0
Attibele,2 BHK,656.0,2.0,36.22,2,5521.341463414634,1.0,328.0
Marathahalli,4 Bedroom,1780.0,4.0,171.25,4,9620.786516853932,1.0,445.0
3rd Block Hrbr Layout,2 BHK,1056.0,2.0,88.78,2,8407.19696969697,1.0,528.0
Bannerghatta Road,1 BHK,595.0,1.0,51.39,1,8636.974789915967,1.0,595.0
Ittamadu,2 BHK,1080.0,2.0,54.38,2,5035.185185185185,1.0,540.0
7th Phase JP Nagar,3 BHK,2225.0,3.0,150.77,3,6776.1797752809,1.0,741.6666666666666
Bommasandra,2 BHK,1126.0,2.0,44.65,2,3965.3641207815276,1.0,563.0
Electronics City Phase 1,3 BHK,1490.0,3.0,69.64,3,4673.825503355704,1.0,496.6666666666667
HRBR Layout,4 Bedroom,2000.0,4.0,149.5,4,7475.0,1.0,500.0
Sarjapur  Road,3 BHK,1550.0,3.0,89.48,3,5772.903225806452,1.0,516.6666666666666
Ashwini layout,2 BHK,1160.0,2.0,86.33,2,7442.241379310345,1.0,580.0
Whitefield,4 Bedroom,4144.0,4.0,367.2,4,8861.003861003861,1.0,1036.0
Sarjapur  Road,3 BHK,2100.0,3.0,120.31,3,5729.047619047619,1.0,700.0
Vittasandra,2 BHK,1404.0,2.0,69.54,2,4952.991452991454,1.0,702.0
Sarjapur  Road,4 Bedroom,2230.0,4.0,131.39,4,5891.928251121076,1.0,557.5
Marathalli bridge,3 BHK,1544.0,3.0,124.54,3,8066.062176165803,1.0,514.6666666666666
Banashankari Stage III,3 BHK,1305.0,2.0,67.52,3,5173.946360153257,0.6666666666666666,435.0
Marathahalli,2 BHK,1230.0,2.0,109.86,2,8931.707317073171,1.0,615.0
T.C PALYA,2 Bedroom,1200.0,2.0,72.82,2,6068.333333333332,1.0,600.0
Harlur,3 BHK,1460.0,3.0,143.77,3,9847.260273972604,1.0,486.6666666666667
Gottigere,2 BHK,967.0,2.0,40.52,2,4190.279214064116,1.0,483.5
Byatarayanapura,1 Bedroom,540.0,1.0,36.34,1,6729.6296296296305,1.0,540.0
Hormavu,1 BHK,715.0,1.0,33.83,1,4731.468531468531,1.0,715.0
Whitefield,3 BHK,2500.0,3.0,234.48,3,9379.2,1.0,833.3333333333334
Dooravani Nagar,3 BHK,1578.0,3.0,114.89,3,7280.735107731305,1.0,526.0
Mysore Road,2 BHK,1020.0,2.0,50.8,2,4980.392156862745,1.0,510.0
Jigani,2 BHK,1020.0,2.0,57.62,2,5649.019607843137,1.0,510.0
Koramangala,2 BHK,1253.0,2.0,174.96,2,13963.288108539506,1.0,626.5
JCR Layout,2 BHK,1180.0,2.0,41.23,2,3494.067796610169,1.0,590.0
Nehru Nagar,2 BHK,961.0,2.0,46.63,2,4852.237252861602,1.0,480.5
Kanakapura,3 BHK,1419.0,3.0,67.69,3,4770.260747004933,1.0,473.0
Harlur,3 BHK,1709.0,3.0,161.02,3,9421.884142773553,1.0,569.6666666666666
Papareddipalya,2 Bedroom,1600.0,2.0,111.94,2,6996.25,1.0,800.0
Venkatapura,1 BHK,416.0,1.0,30.95,1,7439.903846153846,1.0,416.0
Sanjay nagar,2 BHK,1100.0,2.0,72.84,2,6621.818181818182,1.0,550.0
HSR Layout,3 BHK,1430.0,2.0,160.69,3,11237.062937062938,0.6666666666666666,476.6666666666667
Sneha Colony,2 BHK,1260.0,2.0,86.47,2,6862.6984126984125,1.0,630.0
RMV Extension,3 BHK,1630.0,3.0,89.93,3,5517.17791411043,1.0,543.3333333333334
Sarjapur  Road,3 BHK,1249.0,3.0,74.92,3,5998.39871897518,1.0,416.3333333333333
Kalena Agrahara,3 BHK,1450.0,2.0,73.6,3,5075.862068965516,0.6666666666666666,483.3333333333333
Konanakunte,3 BHK,2791.0,3.0,218.34,3,7823.002508061627,1.0,930.3333333333334
Hosapalya,1 BHK,600.0,1.0,22.48,1,3746.6666666666665,1.0,600.0
Ashwini layout,1 BHK,834.0,1.0,58.54,1,7019.184652278177,1.0,834.0
Doddagubbi,3 Bedroom,1125.0,4.0,55.07,3,4895.111111111111,1.3333333333333333,375.0
Arekere,3 BHK,2060.0,3.0,169.44,3,8225.242718446601,1.0,686.6666666666666
Malleshwaram,7 BHK,12000.0,7.0,1714.32,7,14286.0,1.0,1714.2857142857142
Gottigere,2 BHK,891.0,2.0,37.46,2,4204.264870931537,1.0,445.5
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,48.1,2,4245.366284201235,1.0,566.5
Bisuvanahalli,3 BHK,1075.0,2.0,40.97,3,3811.1627906976746,0.6666666666666666,358.3333333333333
Sector 6 HSR Layout,4 BHK,3000.0,5.0,405.48,4,13516.0,1.25,750.0
Brookefield,4 Bedroom,2440.0,5.0,257.59,4,10556.967213114753,1.25,610.0
Vidyaranyapura,2 BHK,1200.0,2.0,58.46,2,4871.666666666667,1.0,600.0
Thanisandra,2 BHK,1075.0,2.0,86.94,2,8087.441860465116,1.0,537.5
Kaggadasapura,2 BHK,1140.0,2.0,95.18,2,8349.122807017544,1.0,570.0
ITI Layout,6 Bedroom,2160.0,5.0,139.21,6,6444.907407407408,0.8333333333333334,360.0
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,45.61,2,4184.40366972477,1.0,545.0
R.T. Nagar,4 Bedroom,1500.0,4.0,99.54,4,6636.0,1.0,375.0
Whitefield,4 BHK,4104.0,4.0,400.22,4,9751.949317738792,1.0,1026.0
Whitefield,3 BHK,1790.0,3.0,175.9,3,9826.815642458101,1.0,596.6666666666666
Hebbal,3 BHK,1920.0,3.0,190.81,3,9938.020833333334,1.0,640.0
HRBR Layout,2 BHK,1374.0,2.0,92.61,2,6740.174672489083,1.0,687.0
Bannerghatta Road,3 BHK,1445.0,3.0,134.92,3,9337.024221453286,1.0,481.6666666666667
Kanakapura,1 BHK,711.0,1.0,34.55,1,4859.3530239099855,1.0,711.0
Tumkur Road,3 BHK,1500.0,3.0,94.34,3,6289.333333333333,1.0,500.0
Whitefield,3 BHK,1720.0,3.0,160.67,3,9341.27906976744,1.0,573.3333333333334
Vasanthapura,3 BHK,1400.0,3.0,53.24,3,3802.8571428571427,1.0,466.6666666666667
Kundalahalli,2 BHK,1030.0,2.0,72.88,2,7075.728155339806,1.0,515.0
Mysore Road,2 BHK,1200.0,2.0,56.96,2,4746.666666666667,1.0,600.0
Hosahalli,3 BHK,1375.0,3.0,71.2,3,5178.181818181818,1.0,458.3333333333333
