location,total_sqft,bhk,bath,bath_per_bhk,sqft_per_bhk,price
Doddaballapur,4200.0,4,4.0,1.0,1050.0,315.84
GKW Layout,1350.0,4,4.0,1.0,337.5,237.13
Kanakpura Road,700.0,2,2.0,1.0,350.0,36.56
Whitefield,1730.0,3,3.0,1.0,576.6666666666666,162.74
Raja Rajeshwari Nagar,945.0,2,2.0,1.0,472.5,39.58
"white field,kadugodi",2100.0,6,6.0,1.0,350.0,307.23
Bisuvanahalli,1200.0,3,2.0,0.6666666666666666,400.0,48.96
Chennammana Kere,1145.0,2,2.0,1.0,572.5,58.46
"Near Electronic City, ",3200.0,4,5.0,1.25,800.0,159.49
Marathahalli,1900.0,3,3.0,1.0,633.3333333333334,188.8
Koramangala,1320.0,2,2.0,1.0,660.0,190.69
Adityanagar,1260.0,1,1.0,1.0,1260.0,40.43
Varthur,1083.0,2,2.0,1.0,541.5,99.7
TC Palaya,900.0,2,2.0,1.0,450.0,47.69
Maruthi nagar kogilu,1200.0,2,3.0,1.5,600.0,79.81
Chennammanakere Achukattu,1260.0,2,2.0,1.0,630.0,71.3
Old Madras Road,2430.0,3,5.0,1.6666666666666667,810.0,138.9
Yeshwanthpur,1165.0,2,2.0,1.0,582.5,66.88
Dodda Nekkundi,1390.0,2,2.0,1.0,695.0,59.27
Vijaya Bank Layout,2400.0,5,5.0,1.0,480.0,147.17
Whitefield,1175.0,2,2.0,1.0,587.5,106.9
EPIP Zone,1499.0,3,5.0,1.6666666666666667,499.6666666666667,107.43
Margondanahalli,600.0,2,2.0,1.0,300.0,32.24
Marathahalli,1220.0,2,2.0,1.0,610.0,113.84
Judicial Layout,1200.0,3,4.0,1.3333333333333333,400.0,99.73
Thanisandra,1111.0,2,2.0,1.0,555.5,84.26
Hanumanth Nagar,1220.0,2,2.0,1.0,610.0,54.2
Raja Rajeshwari Nagar,1550.0,3,3.0,1.0,516.6666666666666,67.61
Jakkur,1220.0,3,2.0,0.6666666666666666,406.6666666666667,75.91
Rajaji Nagar,1621.0,3,3.0,1.0,540.3333333333334,230.31
Basavanagara,2000.0,4,3.0,0.75,500.0,106.8
Domlur,640.0,1,1.0,1.0,640.0,76.86
Electronic City,1039.0,2,2.0,1.0,519.5,64.16
Kothanur,2400.0,3,2.0,0.6666666666666666,800.0,115.46
Sri Kanteshwara Nagar,1200.0,3,3.0,1.0,400.0,211.54
Hormavu,1420.0,3,3.0,1.0,473.3333333333333,71.5
Thigalarapalya,2215.0,3,4.0,1.3333333333333333,738.3333333333334,165.99
Sarvobhogam Nagar,1490.0,3,3.0,1.0,496.6666666666667,146.85
Raja Rajeshwari Nagar,1587.0,3,3.0,1.0,529.0,67.48
Varthur Road,2760.0,4,4.0,1.0,690.0,127.26
EPIP Zone,1330.0,2,2.0,1.0,665.0,90.81
Choodasandra,1580.0,3,3.0,1.0,526.6666666666666,79.38
Uttarahalli,1627.86,3,3.0,1.0,542.62,66.25
Dodda Nekkundi,1100.0,2,2.0,1.0,550.0,48.42
Attibele,2168.0,4,4.0,1.0,542.0,129.28
Mysore Road,883.0,2,2.0,1.0,441.5,42.07
Rajaji Nagar,1555.0,3,3.0,1.0,518.3333333333334,223.59
Marathahalli,2500.0,5,3.0,0.6,500.0,241.1
Whitefield,2856.0,4,5.0,1.25,714.0,260.15
Malleshwaram,2476.0,3,3.0,1.0,825.3333333333334,323.17
Balagere,1205.47,2,2.0,1.0,602.735,76.75
Moodalapalya,600.0,1,1.0,1.0,600.0,49.72
Kengeri,8000.0,5,5.0,1.0,1600.0,544.88
Kaggadasapura,1256.0,3,2.0,0.6666666666666666,418.6666666666667,111.88
Gunjur,1235.0,2,2.0,1.0,617.5,54.25
Bannerghatta Road,1365.0,3,3.0,1.0,455.0,129.88
Gollahalli,1170.0,2,2.0,1.0,585.0,50.35
7th Phase JP Nagar,1000.0,2,2.0,1.0,500.0,64.26
Uttarahalli,1050.0,2,2.0,1.0,525.0,42.48
Kundalahalli,7000.0,4,4.0,1.0,1750.0,506.73
Doddakallasandra,2493.0,3,3.0,1.0,831.0,106.13
EPIP Zone,1330.0,2,2.0,1.0,665.0,90.43
Kothannur,1275.0,3,2.0,0.6666666666666666,425.0,49.15
EPIP Zone,1285.0,2,2.0,1.0,642.5,82.88
Yelahanka New Town,2200.0,2,2.0,1.0,1100.0,107.4
Singasandra,1306.0,3,2.0,0.6666666666666666,435.3333333333333,62.96
Rajiv Gandhi Nagar,1219.0,2,2.0,1.0,609.5,70.29
Rajiv Gandhi Nagar,1293.0,2,2.0,1.0,646.5,74.11
HBR Layout,1832.0,3,3.0,1.0,610.6666666666666,178.11
Sarjapur  Road,1700.0,3,3.0,1.0,566.6666666666666,102.15
Kannamangala,957.0,2,2.0,1.0,478.5,54.75
Gunjur,6613.0,5,7.0,1.4,1322.6,297.78
Whitefield,650.0,1,1.0,1.0,650.0,56.62
Ring Road Nagarbhavi,4800.0,4,4.0,1.0,1200.0,264.82
Sompura,1350.0,3,2.0,0.6666666666666666,450.0,53.42
Shanthala Nagar,8321.0,5,5.0,1.0,1664.2,1278.27
Jigani,937.0,2,2.0,1.0,468.5,50.57
Sarjapur  Road,3785.0,4,6.0,1.5,946.25,228.8
Hennur Road,1685.0,3,3.0,1.0,561.6666666666666,104.76
Mallathahalli,1225.0,3,3.0,1.0,408.3333333333333,61.05
Koramangala,1249.0,2,2.0,1.0,624.5,175.56
7th Phase JP Nagar,1175.0,2,2.0,1.0,587.5,76.47
Hormavu,4818.0,4,4.0,1.0,1204.5,243.79
RWF West Colony,1384.0,3,3.0,1.0,461.3333333333333,74.43
S R Layout,1096.0,2,2.0,1.0,548.0,48.57
Kothanur,1185.0,2,2.0,1.0,592.5,56.31
Hennur Road,1804.0,3,3.0,1.0,601.3333333333334,114.1
Frazer Town,1305.0,3,3.0,1.0,435.0,158.95
Anand Nagar,1080.0,3,2.0,0.6666666666666666,360.0,74.9
Hebbal,1100.0,2,2.0,1.0,550.0,115.49
Nallurhalli,1520.0,3,3.0,1.0,506.6666666666667,88.21
Yelachenahalli,1130.0,2,2.0,1.0,565.0,60.91
Attibele,695.0,2,1.0,0.5,347.5,37.36
Kothanur,1840.0,3,3.0,1.0,613.3333333333334,95.31
Yelahanka,1390.0,2,2.0,1.0,695.0,107.7
Amruthnagar,1150.0,2,2.0,1.0,575.0,59.02
Thigalarapalya,1165.0,2,2.0,1.0,582.5,84.93
Hulimavu,1315.0,2,2.0,1.0,657.5,75.95
Motappa Layout,1312.0,3,2.0,0.6666666666666666,437.3333333333333,59.7
Hebbal,1100.0,2,2.0,1.0,550.0,111.31
Bannerghatta Road,1788.0,3,3.0,1.0,596.0,162.08
KR Puram,1116.0,2,2.0,1.0,558.0,76.25
Sathya Sai Layout,4041.0,4,4.0,1.0,1010.25,396.02
Kereguddadahalli,1015.0,2,2.0,1.0,507.5,32.68
Kambipura,883.0,2,2.0,1.0,441.5,39.51
Sonnenahalli,1484.0,3,3.0,1.0,494.6666666666667,74.26
Ambedkar Nagar,1862.0,3,3.0,1.0,620.6666666666666,130.08
Basavangudi,2337.0,3,4.0,1.3333333333333333,779.0,242.65
Sarjapur  Road,3150.0,4,4.0,1.0,787.5,190.73
Bannerghatta Road,1625.0,3,2.0,0.6666666666666666,541.6666666666666,149.29
Kasavanhalli,1375.0,2,2.0,1.0,687.5,78.88
Volagerekallahalli,1492.0,2,2.0,1.0,746.0,46.65
GM Palaya,1030.0,2,2.0,1.0,515.0,46.5
Whitefield,2882.0,4,5.0,1.25,720.5,259.9
Thanisandra,1595.0,3,3.0,1.0,531.6666666666666,129.85
Electronics City Phase 1,1490.0,3,3.0,1.0,496.6666666666667,69.64
B Narayanapura,1075.0,2,2.0,1.0,537.5,51.71
Kathriguppe,1350.0,3,3.0,1.0,450.0,82.51
High grounds,1900.0,3,2.0,0.6666666666666666,633.3333333333334,192.62
Abbigere,1020.0,2,2.0,1.0,510.0,42.45
Hennur Road,1570.0,3,3.0,1.0,523.3333333333334,97.21
Richards Town,3600.0,4,4.0,1.0,900.0,405.14
Whitefield,10200.0,4,4.0,1.0,2550.0,993.48
Hebbal,2600.0,3,3.0,1.0,866.6666666666666,267.67
Whitefield,1608.0,3,2.0,0.6666666666666666,536.0,151.89
Chellikere,1088.0,2,2.0,1.0,544.0,45.36
Ramamurthy Nagar,1410.0,3,2.0,0.6666666666666666,470.0,68.03
HSR Layout,1289.0,2,2.0,1.0,644.5,137.2
Peenya,708.0,2,1.0,0.5,354.0,46.05
Whitefield,1545.0,3,3.0,1.0,515.0,142.25
Kalena Agrahara,1200.0,2,2.0,1.0,600.0,58.9
Old Airport Road,1798.0,3,3.0,1.0,599.3333333333334,138.55
Harlur,1133.0,2,2.0,1.0,566.5,103.28
HAL 2nd Stage,2700.0,3,3.0,1.0,900.0,545.89
Arekere,1240.0,2,2.0,1.0,620.0,100.7
Somasundara Palya,1570.0,3,3.0,1.0,523.3333333333334,84.76
Harlur,1754.0,3,3.0,1.0,584.6666666666666,171.72
1st Phase JP Nagar,1200.0,2,2.0,1.0,600.0,104.8
Judicial Layout,1165.0,2,2.0,1.0,582.5,92.13
Kanakpura Road,1591.0,3,3.0,1.0,530.3333333333334,85.09
Marathahalli,1310.0,3,3.0,1.0,436.6666666666667,119.76
Byrasandra,1100.0,2,2.0,1.0,550.0,58.18
Somasundara Palya,1185.0,2,2.0,1.0,592.5,55.61
Kudlu Gate,1850.0,3,3.0,1.0,616.6666666666666,149.92
Hennur Road,1186.0,3,2.0,0.6666666666666666,395.3333333333333,75.44
Thigalarapalya,1418.0,2,2.0,1.0,709.0,103.41
Subramanyapura,958.0,2,2.0,1.0,479.0,53.27
Yelachenahalli,1400.0,3,2.0,0.6666666666666666,466.6666666666667,80.36
Bannerghatta Road,1218.0,2,2.0,1.0,609.0,109.24
Doddaballapur,3206.0,4,5.0,1.25,801.5,244.81
Raja Rajeshwari Nagar,1151.0,2,2.0,1.0,575.5,49.83
Ambalipura,1351.0,2,2.0,1.0,675.5,80.02
Budigere,1636.0,3,3.0,1.0,545.3333333333334,84.45
Thanisandra,1183.0,2,2.0,1.0,591.5,96.82
Haralur Road,1315.0,2,2.0,1.0,657.5,121.32
Hormavu,1196.0,2,2.0,1.0,598.0,59.98
Kanakpura Road,1843.0,3,3.0,1.0,614.3333333333334,91.69
Whitefield,1306.0,3,3.0,1.0,435.3333333333333,123.43
Kammagondahalli,1200.0,3,3.0,1.0,400.0,49.06
Anjanapura,950.0,2,2.0,1.0,475.0,34.14
1 Giri Nagar,5000.0,11,9.0,0.8181818181818182,454.54545454545456,400.85
Bannerghatta Road,630.0,1,1.0,1.0,630.0,52.72
Harappanahalli,2400.0,2,2.0,1.0,1200.0,94.9
Sarjapur,1404.0,3,2.0,0.6666666666666666,468.0,133.66
Thanisandra,1917.0,3,3.0,1.0,639.0,164.5
Hoskote,1200.0,4,4.0,1.0,300.0,45.44
1st Phase JP Nagar,840.0,1,2.0,2.0,840.0,72.53
Kodigehaali,1166.0,2,2.0,1.0,583.0,59.72
BTM 2nd Stage,1265.0,3,2.0,0.6666666666666666,421.6666666666667,80.09
Dasanapura,1286.0,3,3.0,1.0,428.6666666666667,63.54
8th Phase JP Nagar,1100.0,2,2.0,1.0,550.0,51.1
Yelahanka,660.0,1,1.0,1.0,660.0,50.21
Hennur Road,1679.0,3,3.0,1.0,559.6666666666666,102.22
HSR Layout,1140.0,2,2.0,1.0,570.0,132.15
Budigere,1139.0,2,2.0,1.0,569.5,57.31
Hebbal,1636.0,3,3.0,1.0,545.3333333333334,164.32
Vittasandra,1246.0,2,2.0,1.0,623.0,63.27
Hulimavu,1127.0,2,2.0,1.0,563.5,64.19
Hennur,1830.0,3,3.0,1.0,610.0,146.03
BHEL Layout,2400.0,6,4.0,0.6666666666666666,400.0,269.38
Kalena Agrahara,1354.0,2,2.0,1.0,677.0,68.17
Hebbal Kempapura,1436.0,3,2.0,0.6666666666666666,478.6666666666667,131.11
Whitefield,1125.0,2,2.0,1.0,562.5,100.94
Sarjapur,900.0,2,2.0,1.0,450.0,77.23
HSR Layout,1145.0,2,2.0,1.0,572.5,122.6
Bellandur,1435.0,3,2.0,0.6666666666666666,478.3333333333333,142.84
Balagere,790.5,1,1.0,1.0,790.5,47.01
Electronics City Phase 1,950.0,2,2.0,1.0,475.0,45.79
Kengeri Satellite Town,654.0,1,1.0,1.0,654.0,25.89
Budigere,1820.0,3,3.0,1.0,606.6666666666666,94.82
Subramanyapura,1278.0,3,3.0,1.0,426.0,68.94
Jayanagar,2030.0,3,2.0,0.6666666666666666,676.6666666666666,248.45
Bhuvaneshwari Nagar,920.0,2,2.0,1.0,460.0,47.65
Kasavanhalli,1200.0,2,2.0,1.0,600.0,65.88
Sarjapur  Road,1770.0,3,3.0,1.0,590.0,103.95
Electronic City,1500.0,3,2.0,0.6666666666666666,500.0,93.92
Kudlu,1030.0,2,2.0,1.0,515.0,43.98
Doddabommasandra,1300.0,2,2.0,1.0,650.0,57.98
Talaghattapura,2106.0,3,3.0,1.0,702.0,136.78
Ramagondanahalli,1253.0,2,2.0,1.0,626.5,54.22
Yelachenahalli,1080.0,2,2.0,1.0,540.0,56.65
Sarjapur  Road,1197.0,2,2.0,1.0,598.5,69.53
BTM Layout,450.0,1,1.0,1.0,450.0,43.23
NRI Layout,2700.0,4,5.0,1.25,675.0,148.45
Balagere,645.0,1,1.0,1.0,645.0,38.22
Banashankari,1020.0,2,2.0,1.0,510.0,84.82
Hebbal,1000.0,2,2.0,1.0,500.0,96.25
Hosahalli,1375.0,3,3.0,1.0,458.3333333333333,71.2
Devanahalli,1408.0,2,2.0,1.0,704.0,69.98
Malimakanapura,1168.0,3,3.0,1.0,389.3333333333333,68.73
Hebbal,1204.0,2,2.0,1.0,602.0,128.88
7th Phase JP Nagar,1420.0,3,3.0,1.0,473.3333333333333,92.34
Chandapura,1015.0,2,2.0,1.0,507.5,62.31
Rachenahalli,1550.0,3,3.0,1.0,516.6666666666666,79.03
Rajarajeshwari nagar,1200.0,4,5.0,1.25,300.0,53.54
Kalena Agrahara,1200.0,2,2.0,1.0,600.0,58.82
Whitefield,2856.0,4,5.0,1.25,714.0,276.18
Chikkalasandra,1350.0,3,2.0,0.6666666666666666,450.0,59.8
8th block Koramangala,1209.0,2,2.0,1.0,604.5,175.24
Whitefield,1405.0,2,2.0,1.0,702.5,127.8
Mathikere,1500.0,2,2.0,1.0,750.0,120.02
Thigalarapalya,3122.0,4,6.0,1.5,780.5,246.7
Kanakpura Road,1452.0,3,3.0,1.0,484.0,70.96
Jakkur,1798.0,3,3.0,1.0,599.3333333333334,118.4
Basavanna Nagar,1645.0,3,3.0,1.0,548.3333333333334,99.82
Sector 2 HSR Layout,1512.0,3,3.0,1.0,504.0,88.6
Pragathi Nagar,801.0,1,1.0,1.0,801.0,31.21
Marasandra,5000.0,4,5.0,1.25,1250.0,252.3
Raja Rajeshwari Nagar,1419.0,2,2.0,1.0,709.5,60.93
Cambridge Layout,1750.0,5,5.0,1.0,350.0,225.14
Marathahalli,1469.0,3,3.0,1.0,489.6666666666667,141.54
Yelahanka,1650.0,3,3.0,1.0,550.0,131.77
Whitefield,1096.0,2,2.0,1.0,548.0,98.75
Chennappa Layout,1080.0,2,2.0,1.0,540.0,45.88
Dodda Nekkundi,1999.0,3,3.0,1.0,666.3333333333334,89.48
Hosa Road,1100.0,3,2.0,0.6666666666666666,366.6666666666667,55.58
Binny Pete,1282.0,3,3.0,1.0,427.3333333333333,116.35
Dodda Nekkundi,1999.0,3,3.0,1.0,666.3333333333334,92.09
Yelachenahalli,1200.0,2,2.0,1.0,600.0,62.46
Uttarahalli,1125.0,2,2.0,1.0,562.5,44.92
Thanisandra,1917.0,3,4.0,1.3333333333333333,639.0,152.31
Venkatapura,1235.0,2,2.0,1.0,617.5,94.38
Sarjapur  Road,1691.0,3,3.0,1.0,563.6666666666666,99.08
1st Block Koramangala,1800.0,3,3.0,1.0,600.0,170.15
Domlur,1206.0,2,2.0,1.0,603.0,147.95
Akshaya Nagar,1300.0,2,2.0,1.0,650.0,106.31
Vajarahalli,1432.0,3,3.0,1.0,477.3333333333333,76.34
Begur Road,1215.0,2,2.0,1.0,607.5,84.18
Harlur,1756.0,3,3.0,1.0,585.3333333333334,169.09
Gottigere,1600.0,3,2.0,0.6666666666666666,533.3333333333334,72.67
Kanakpura Road,1419.59,3,2.0,0.6666666666666666,473.19666666666666,70.41
Jigani,1221.0,3,3.0,1.0,407.0,69.63
Thigalarapalya,2072.0,3,4.0,1.3333333333333333,690.6666666666666,153.78
Hennur,1255.0,2,2.0,1.0,627.5,97.39
Electronic City,1165.0,2,2.0,1.0,582.5,69.17
Kaggalipura,1000.0,2,2.0,1.0,500.0,52.55
Thanisandra,2144.0,3,3.0,1.0,714.6666666666666,173.24
Electronics City Phase 1,1450.0,3,3.0,1.0,483.3333333333333,70.93
Kengeri,3000.0,8,5.0,0.625,375.0,206.43
Pulkeshi Nagar,588.0,1,1.0,1.0,588.0,61.37
Thanisandra,1241.0,3,2.0,0.6666666666666666,413.6666666666667,98.34
Kudlu,1293.0,3,2.0,0.6666666666666666,431.0,58.37
Seegehalli,2800.0,4,4.0,1.0,700.0,150.19
Yelahanka,1025.0,2,2.0,1.0,512.5,79.71
Sunkadakatte,1200.0,3,2.0,0.6666666666666666,400.0,58.24
Yelahanka,1036.0,2,2.0,1.0,518.0,82.41
Electronics City Phase 1,1300.0,2,2.0,1.0,650.0,62.87
TC Palaya,1200.0,2,2.0,1.0,600.0,66.4
Electronic City Phase II,1418.0,3,3.0,1.0,472.6666666666667,42.98
Anugrah Layout,1250.0,3,3.0,1.0,416.6666666666667,63.14
Doddathoguru,550.0,1,1.0,1.0,550.0,18.44
Arekere,2060.0,3,3.0,1.0,686.6666666666666,169.44
Hosa Road,2500.0,3,3.0,1.0,833.3333333333334,123.15
Xavier Layout,1524.0,3,4.0,1.3333333333333333,508.0,414.54
KR Puram,714.0,1,1.0,1.0,714.0,48.42
Uttarahalli,1330.0,3,2.0,0.6666666666666666,443.3333333333333,57.67
Doddathoguru,1382.0,3,3.0,1.0,460.6666666666667,51.19
Whitefield,1105.0,2,2.0,1.0,552.5,98.81
Murugeshpalya,1600.0,3,2.0,0.6666666666666666,533.3333333333334,83.23
Akshaya Nagar,1070.0,2,2.0,1.0,535.0,84.72
Raja Rajeshwari Nagar,3125.0,9,9.0,1.0,347.22222222222223,145.12
Kanakpura Road,700.0,2,2.0,1.0,350.0,36.08
Ananth Nagar,890.0,2,2.0,1.0,445.0,24.35
Begur Road,1200.0,2,2.0,1.0,600.0,80.38
Ramamurthy Nagar,1200.0,2,2.0,1.0,600.0,56.52
Marathahalli,881.0,2,2.0,1.0,440.5,75.48
Yeshwanthpur,1169.0,2,2.0,1.0,584.5,63.08
Electronics City Phase 1,950.0,2,2.0,1.0,475.0,44.74
Kattigenahalli,1062.0,2,2.0,1.0,531.0,46.18
Sector 7 HSR Layout,1760.0,3,3.0,1.0,586.6666666666666,158.29
Yeshwanthpur,1856.0,3,4.0,1.3333333333333333,618.6666666666666,106.92
Old Airport Road,1206.0,2,2.0,1.0,603.0,90.87
Kambipura,883.0,2,2.0,1.0,441.5,38.51
Kaggadasapura,1180.0,2,2.0,1.0,590.0,106.18
Rajaji Nagar,2849.0,5,5.0,1.0,569.8,436.01
KR Puram,1827.0,3,3.0,1.0,609.0,129.94
Brookefield,1225.0,2,2.0,1.0,612.5,122.71
Rustam Bagh Layout,1170.0,2,2.0,1.0,585.0,75.85
Shikaripalya,1121.0,2,2.0,1.0,560.5,43.81
Kundalahalli,1724.0,3,3.0,1.0,574.6666666666666,131.77
8th Phase JP Nagar,1200.0,4,3.0,0.75,300.0,54.24
Kasavanhalli,1309.0,2,2.0,1.0,654.5,73.58
Kothannur,2000.0,4,4.0,1.0,500.0,81.02
Vittasandra,1246.0,2,2.0,1.0,623.0,64.11
Indira Nagar,1650.0,3,3.0,1.0,550.0,194.42
AECS Layout,1045.0,2,2.0,1.0,522.5,48.54
Talaghattapura,2254.0,3,3.0,1.0,751.3333333333334,143.87
Chandapura,877.0,2,2.0,1.0,438.5,51.19
Narayanapura,1308.0,2,2.0,1.0,654.0,73.09
Maragondanahalli,1540.0,3,3.0,1.0,513.3333333333334,77.51
Tumkur Road,1459.0,3,2.0,0.6666666666666666,486.3333333333333,81.89
sarjapura main road,2400.0,4,4.0,1.0,600.0,258.84
"Sarjapur Road, ",1700.0,3,3.0,1.0,566.6666666666666,109.87
Raja Rajeshwari Nagar,1510.0,3,2.0,0.6666666666666666,503.3333333333333,62.26
Yelahanka,1234.0,2,2.0,1.0,617.0,90.86
Thanisandra,1183.0,2,2.0,1.0,591.5,95.11
Thanisandra,1564.0,3,3.0,1.0,521.3333333333334,124.84
Thigalarapalya,1200.0,2,2.0,1.0,600.0,88.4
Chandapura,1200.0,2,1.0,0.5,600.0,69.89
Whitefield,1118.0,2,2.0,1.0,559.0,97.93
R.T. Nagar,1200.0,3,3.0,1.0,400.0,81.92
"Yemlur, Old Airport Road, ",1595.0,3,3.0,1.0,531.6666666666666,122.34
Bannerghatta Road,700.0,1,1.0,1.0,700.0,63.13
Kuvempu Layout,2200.0,3,4.0,1.3333333333333333,733.3333333333334,163.44
Margondanahalli,900.0,2,2.0,1.0,450.0,49.85
Jigani,1221.0,3,3.0,1.0,407.0,67.11
Kodichikkanahalli,1181.0,2,2.0,1.0,590.5,55.38
Bommasandra Industrial Area,7000.0,2,2.0,1.0,3500.0,201.04
Cambridge Layout,1600.0,4,3.0,0.75,400.0,203.74
Bannerghatta Road,1640.0,3,2.0,0.6666666666666666,546.6666666666666,151.32
Konena Agrahara,1000.0,2,2.0,1.0,500.0,53.26
Banashankari,600.0,2,1.0,0.5,300.0,53.95
Banashankari,1800.0,3,3.0,1.0,600.0,157.63
Banashankari Stage V,1355.0,3,2.0,0.6666666666666666,451.6666666666667,50.22
HOSUR MAIN ROAD,1464.0,2,2.0,1.0,732.0,51.39
Church Street,2920.0,4,4.0,1.0,730.0,494.91
Hoodi,1925.0,3,2.0,0.6666666666666666,641.6666666666666,164.32
Kanakpura Road,1051.0,2,2.0,1.0,525.5,52.73
Koramangala,1350.0,2,2.0,1.0,675.0,192.71
Budigere,1087.0,2,2.0,1.0,543.5,55.99
Bannerghatta Road,970.0,2,2.0,1.0,485.0,84.0
B Narayanapura,1020.0,2,2.0,1.0,510.0,47.19
Sarjapur,1175.0,2,2.0,1.0,587.5,107.96
Hoskote,1065.0,2,2.0,1.0,532.5,36.3
Hebbal Kempapura,1700.0,3,3.0,1.0,566.6666666666666,159.49
Shree Ananth Nagar Layout,1210.0,2,2.0,1.0,605.0,46.57
Varthur,2145.0,3,3.0,1.0,715.0,190.71
Whitefield,1600.0,3,3.0,1.0,533.3333333333334,147.34
Koramangala,2223.0,3,3.0,1.0,741.0,316.22
Hebbal,3960.0,4,5.0,1.25,990.0,429.22
Doddabanahalli,1500.0,3,3.0,1.0,500.0,56.52
Electronic City Phase II,1400.0,3,2.0,0.6666666666666666,466.6666666666667,42.49
Hennur,1255.0,2,2.0,1.0,627.5,105.48
Sathya Sai Layout,5500.0,4,4.0,1.0,1375.0,543.4
1st Phase JP Nagar,1500.0,5,5.0,1.0,300.0,140.79
Sarjapur  Road,1525.0,3,2.0,0.6666666666666666,508.3333333333333,87.9
Electronic City,1070.0,2,2.0,1.0,535.0,63.08
Bannerghatta Road,1179.0,2,2.0,1.0,589.5,106.15
Ambedkar Nagar,5000.0,4,4.0,1.0,1250.0,327.35
Hosapalya,800.0,2,1.0,0.5,400.0,29.81
Silk Board,1250.0,3,3.0,1.0,416.6666666666667,55.92
Sarjapur,2970.0,4,3.0,0.75,742.5,289.6
Whitefield,1150.0,2,2.0,1.0,575.0,101.95
Uttarahalli,980.0,2,2.0,1.0,490.0,40.82
Tata Nagar,1500.0,3,3.0,1.0,500.0,70.86
Green Glen Layout,1715.0,3,3.0,1.0,571.6666666666666,115.59
Austin Town,950.0,2,2.0,1.0,475.0,45.12
Electronics City Phase 1,1175.0,2,2.0,1.0,587.5,56.07
Whitefield,1186.0,2,2.0,1.0,593.0,107.82
Ramagondanahalli,1251.0,2,2.0,1.0,625.5,52.3
Anekal,967.0,3,2.0,0.6666666666666666,322.3333333333333,45.12
Benson Town,4460.0,4,5.0,1.25,1115.0,717.35
5th Phase JP Nagar,1070.0,2,2.0,1.0,535.0,49.84
Ambedkar Nagar,1424.0,2,2.0,1.0,712.0,94.54
Jakkur,1125.0,2,2.0,1.0,562.5,70.67
JP Nagar,3000.0,4,3.0,0.75,750.0,297.78
Kasavanhalli,1125.0,2,2.0,1.0,562.5,67.41
Bommasandra Industrial Area,1200.0,2,3.0,1.5,600.0,34.52
NRI Layout,1200.0,4,4.0,1.0,300.0,67.52
Ardendale,1732.46,3,3.0,1.0,577.4866666666667,99.69
Kambipura,883.0,2,2.0,1.0,441.5,38.46
Kammasandra,1030.0,2,1.0,0.5,515.0,32.46
Ramamurthy Nagar,1200.0,2,2.0,1.0,600.0,58.16
Tindlu,1500.0,3,3.0,1.0,500.0,79.18
Judicial Layout,5400.0,5,4.0,0.8,1080.0,412.24
Badavala Nagar,1274.0,2,2.0,1.0,637.0,81.97
Hulimavu,1115.0,2,2.0,1.0,557.5,63.37
Budigere,1200.0,4,3.0,0.75,300.0,64.49
Bhoganhalli,1718.0,3,3.0,1.0,572.6666666666666,96.59
Thubarahalli,1242.0,3,3.0,1.0,414.0,75.15
Uttarahalli,1065.0,3,2.0,0.6666666666666666,355.0,43.7
Jalahalli East,1010.0,2,2.0,1.0,505.0,46.47
Kadubeesanahalli,1184.0,2,2.0,1.0,592.0,121.29
8th Phase JP Nagar,1245.0,2,2.0,1.0,622.5,57.69
Horamavu Agara,1623.0,3,3.0,1.0,541.0,72.65
5th Phase JP Nagar,1485.0,3,2.0,0.6666666666666666,495.0,74.0
Kanakpura Road,1283.0,2,2.0,1.0,641.5,64.41
Ardendale,1750.0,3,3.0,1.0,583.3333333333334,102.08
Rajaji Nagar,1160.0,2,1.0,0.5,580.0,152.55
Thanisandra main road,1804.0,2,2.0,1.0,902.0,262.82
Dodda Nekkundi Extension,1975.0,3,3.0,1.0,658.3333333333334,123.91
Huskur,1310.0,3,2.0,0.6666666666666666,436.6666666666667,37.83
Yeshwanthpur,671.0,1,1.0,1.0,671.0,36.0
Whitefield,905.0,1,1.0,1.0,905.0,79.67
 Thanisandra,510.0,1,1.0,1.0,510.0,24.38
BTM 2nd Stage,1000.0,2,2.0,1.0,500.0,65.8
Begur Road,1200.0,2,2.0,1.0,600.0,83.77
Judicial Layout,1300.0,3,3.0,1.0,433.3333333333333,99.68
Chandapura,1025.0,2,2.0,1.0,512.5,63.59
EPIP Zone,2710.0,3,3.0,1.0,903.3333333333334,185.69
7th Phase JP Nagar,1040.0,2,2.0,1.0,520.0,71.47
Kothanur,1185.0,2,2.0,1.0,592.5,57.95
Bannerghatta Road,1136.0,2,2.0,1.0,568.0,95.74
Yeshwanthpur,674.0,1,1.0,1.0,674.0,36.83
Harlur,1197.0,2,2.0,1.0,598.5,114.84
Sadashiva Nagar,3000.0,3,3.0,1.0,1000.0,524.58
Kanakpura Road,1938.0,3,3.0,1.0,646.0,99.9
Sarjapur  Road,1311.0,2,2.0,1.0,655.5,76.05
Malleshwaram,1400.0,2,2.0,1.0,700.0,180.12
Hosur Road,1733.0,3,2.0,0.6666666666666666,577.6666666666666,132.57
Tata Nagar,1504.0,3,3.0,1.0,501.3333333333333,70.27
Haralur Road,1200.0,2,2.0,1.0,600.0,114.85
Thanisandra,1564.0,3,3.0,1.0,521.3333333333334,135.6
Hulimavu,1175.0,2,2.0,1.0,587.5,64.48
